ItemID,ItemNumber,ItemNumber_old,Description,Short_Desc,BrandID,Brand,CategoryID,Category,Each_Barcode,Origin_Country,img_filename,logo_filename,DateAdded,InCatalog,HF_UOM,SRP,CaseSRP,ProductFeatureA,ProductFeatureB,ProductFeatureC,ProductFeatureD,ProductFeatureE
7289,AAPW800,,Active Aqua Pump 800 GPH,Active Aqua Pump 800 GPH,87,Active Aqua,12,Pumps & Irrigation,6.38E+11,CHINA,AAPW800_2.jpg,15018_ActiveAqualLOGO.jpg,5/25/2006,Y,EACH,66.95,66.95,,,,,
13809,AAPWIMP1000,,Impeller for AAPW1000,Impeller for AAPW1000,87,Active Aqua,12,Pumps & Irrigation,6.38E+11,CHINA,AAPWIMP1000.jpg,15018_ActiveAqualLOGO.jpg,3/20/2012,N,EACH,16.95,16.95,,,,,
13805,AAPWIMP160,,Impeller for AAPW160,Impeller for AAPW160,87,Active Aqua,12,Pumps & Irrigation,6.38E+11,CHINA,AAPWIMP160.jpg,15018_ActiveAqualLOGO.jpg,3/20/2012,N,EACH,2.95,2.95,,,,,
8300,AAPWIMP250,,Impeller for AAPW250,Impeller for AAPW250,87,Active Aqua,12,Pumps & Irrigation,6.38E+11,CHINA,AAPWIMP250.jpg,15018_ActiveAqualLOGO.jpg,12/19/2007,N,EACH,2.95,2.95,,,,,
13806,AAPWIMP400,,Impeller for AAPW400,Impeller for AAPW400,87,Active Aqua,12,Pumps & Irrigation,6.38E+11,CHINA,AAPWIMP400.jpg,15018_ActiveAqualLOGO.jpg,3/20/2012,N,EACH,4.95,4.95,,,,,
13807,AAPWIMP550,,Impeller for AAPW550,Impeller for AAPW550,87,Active Aqua,12,Pumps & Irrigation,6.38E+11,CHINA,AAPWIMP550.jpg,15018_ActiveAqualLOGO.jpg,3/20/2012,N,EACH,7.95,7.95,,,,,
13808,AAPWIMP800,,Impeller for AAPW800,Impeller for AAPW800,87,Active Aqua,12,Pumps & Irrigation,6.38E+11,CHINA,AAPWIMP800.jpg,15018_ActiveAqualLOGO.jpg,3/20/2012,N,EACH,7.95,7.95,,,,,
8392,AAPWPF1000,,Pre-filter AAPW1000,Pre-filter AAPW1000,87,Active Aqua,12,Pumps & Irrigation,6.38E+11,CHINA,AAPWPF1000_3.jpg,15018_ActiveAqualLOGO.jpg,12/19/2007,N,EACH,1.95,1.95,Replacement filter for 1000 GPH pump,Replacement part,For use with Active Aqua water pump,,
13810,AAPWPF160,,Pre-filter AAPW160,Pre-filter AAPW160,87,Active Aqua,12,Pumps & Irrigation,6.38E+11,CHINA,AAPWPF160.jpg,15018_ActiveAqualLOGO.jpg,3/20/2012,N,EACH,0.95,0.95,,,,,
8359,AAPWPF250,,Pre-filter AAPW250,Pre-filter AAPW250,87,Active Aqua,12,Pumps & Irrigation,6.38E+11,CHINA,AAPWPF250.jpg,15018_ActiveAqualLOGO.jpg,12/19/2007,N,EACH,1.95,1.95,,,,,
8398,AAPWPF400,,Pre-filter AAPW400,Pre-filter AAPW400,87,Active Aqua,12,Pumps & Irrigation,6.38E+11,CHINA,AAPWPF400_3.jpg,15018_ActiveAqualLOGO.jpg,12/19/2007,N,EACH,1.95,1.95,,,,,
